,ts_code,symbol,name,area,industry,list_date
1998,300511.SZ,300511,雪榕生物,上海,种植业,20160504
1999,300512.SZ,300512,中亚股份,浙江,专用机械,20160526
2000,300513.SZ,300513,恒实科技,北京,软件服务,20160530
2001,300514.SZ,300514,友讯达,深圳,电器仪表,20170426
2002,300515.SZ,300515,三德科技,湖南,电器仪表,20160608
2003,300516.SZ,300516,久之洋,湖北,电器仪表,20160602
2004,300517.SZ,300517,海波重科,湖北,建筑工程,20160719
2005,300518.SZ,300518,盛讯达,深圳,互联网,20160624
2006,300519.SZ,300519,新光药业,浙江,中成药,20160624
2007,300520.SZ,300520,科大国创,安徽,软件服务,20160708
2008,300521.SZ,300521,爱司凯,广东,专用机械,20160705
2009,300522.SZ,300522,世名科技,江苏,染料涂料,20160705
2010,300523.SZ,300523,辰安科技,北京,软件服务,20160726
2011,300525.SZ,300525,博思软件,福建,软件服务,20160726
2012,300526.SZ,300526,*ST中潜,广东,专用机械,20160802
2013,300527.SZ,300527,中船应急,湖北,专用机械,20160805
2014,300528.SZ,300528,幸福蓝海,江苏,影视音像,20160808
2015,300529.SZ,300529,健帆生物,广东,医疗保健,20160802
2016,300530.SZ,300530,达志科技,湖南,化工原料,20160809
2017,300531.SZ,300531,优博讯,深圳,软件服务,20160809
2018,300532.SZ,300532,今天国际,深圳,软件服务,20160818
2019,300533.SZ,300533,冰川网络,深圳,互联网,20160818
2020,300534.SZ,300534,陇神戎发,甘肃,中成药,20160913
2021,300535.SZ,300535,达威股份,四川,化工原料,20160812
2022,300536.SZ,300536,农尚环境,湖北,建筑工程,20160920
2023,300537.SZ,300537,广信材料,江苏,染料涂料,20160830
2024,300538.SZ,300538,同益股份,深圳,塑料,20160826
2025,300539.SZ,300539,横河精密,浙江,塑料,20160830
2026,300540.SZ,300540,蜀道装备,四川,专用机械,20160823
2027,300541.SZ,300541,先进数通,北京,软件服务,20160913
2028,300542.SZ,300542,新晨科技,北京,软件服务,20160920
2029,300543.SZ,300543,朗科智能,深圳,元器件,20160908
2030,300545.SZ,300545,联得装备,深圳,专用机械,20160928
2031,300546.SZ,300546,雄帝科技,深圳,IT设备,20160928
2032,300547.SZ,300547,川环科技,四川,汽车配件,20160930
2033,300548.SZ,300548,博创科技,浙江,元器件,20161012
2034,300549.SZ,300549,优德精密,江苏,专用机械,20160930
2035,300550.SZ,300550,和仁科技,浙江,软件服务,20161018
2036,300551.SZ,300551,古鳌科技,上海,IT设备,20161018
2037,300552.SZ,300552,万集科技,北京,软件服务,20161021
2038,300553.SZ,300553,集智股份,浙江,电器仪表,20161021
2039,300554.SZ,300554,三超新材,江苏,矿物制品,20170421
2040,300555.SZ,300555,ST路通,江苏,通信设备,20161018
2041,300556.SZ,300556,丝路视觉,深圳,软件服务,20161104
2042,300557.SZ,300557,理工光科,湖北,电器仪表,20161101
2043,300558.SZ,300558,贝达药业,浙江,化学制药,20161107
2044,300559.SZ,300559,佳发教育,四川,软件服务,20161101
2045,300560.SZ,300560,中富通,福建,通信设备,20161101
2046,300561.SZ,300561,汇金科技,广东,软件服务,20161117
2047,300562.SZ,300562,乐心医疗,广东,医疗保健,20161116
2048,300563.SZ,300563,神宇股份,江苏,通信设备,20161114
2050,300565.SZ,300565,科信技术,深圳,通信设备,20161122
2051,300566.SZ,300566,激智科技,浙江,元器件,20161115
2052,300567.SZ,300567,精测电子,湖北,电器仪表,20161122
2053,300568.SZ,300568,星源材质,深圳,化工原料,20161201
2054,300569.SZ,300569,天能重工,山东,电气设备,20161125
2055,300570.SZ,300570,太辰光,深圳,元器件,20161206
2056,300571.SZ,300571,平治信息,浙江,互联网,20161213
2057,300572.SZ,300572,安车检测,深圳,电器仪表,20161206
2058,300573.SZ,300573,兴齐眼药,辽宁,化学制药,20161208
2059,300575.SZ,300575,中旗股份,江苏,农药化肥,20161220
2060,300576.SZ,300576,容大感光,深圳,染料涂料,20161220
2061,300577.SZ,300577,开润股份,安徽,纺织,20161221
2062,300578.SZ,300578,会畅通讯,上海,通信设备,20170125
2063,300579.SZ,300579,数字认证,北京,软件服务,20161223
2064,300580.SZ,300580,贝斯特,江苏,汽车配件,20170111
2065,300581.SZ,300581,晨曦航空,陕西,航空,20161220
2066,300582.SZ,300582,英飞特,浙江,半导体,20161228
2067,300583.SZ,300583,赛托生物,山东,化学制药,20170106
2068,300584.SZ,300584,海辰药业,江苏,化学制药,20170112
2069,300585.SZ,300585,奥联电子,江苏,汽车配件,20161229
2070,300586.SZ,300586,美联新材,广东,化工原料,20170104
2071,300587.SZ,300587,天铁股份,浙江,橡胶,20170105
2072,300588.SZ,300588,熙菱信息,新疆,软件服务,20170105
2073,300589.SZ,300589,江龙船艇,广东,船舶,20170113
2074,300590.SZ,300590,移为通信,上海,通信设备,20170111
2075,300591.SZ,300591,万里马,广东,服饰,20170110
2076,300592.SZ,300592,华凯易佰,湖南,互联网,20170120
2077,300593.SZ,300593,新雷能,北京,电气设备,20170113
2079,300595.SZ,300595,欧普康视,安徽,医疗保健,20170117
2080,300596.SZ,300596,利安隆,天津,化工原料,20170119
2081,300597.SZ,300597,吉大通信,吉林,通信设备,20170123
2082,300598.SZ,300598,诚迈科技,江苏,软件服务,20170120
2083,300599.SZ,300599,雄塑科技,广东,塑料,20170123
2084,300600.SZ,300600,国瑞科技,江苏,船舶,20170125
2085,300601.SZ,300601,康泰生物,深圳,生物制药,20170207
2086,300602.SZ,300602,飞荣达,深圳,元器件,20170126
2087,300603.SZ,300603,立昂技术,新疆,通信设备,20170126
2088,300604.SZ,300604,长川科技,浙江,专用机械,20170417
2089,300605.SZ,300605,恒锋信息,福建,软件服务,20170208
2090,300606.SZ,300606,金太阳,广东,机械基件,20170208
2091,300607.SZ,300607,拓斯达,广东,专用机械,20170209
2092,300608.SZ,300608,思特奇,北京,软件服务,20170213
2093,300609.SZ,300609,汇纳科技,上海,互联网,20170215
2094,300610.SZ,300610,晨化股份,江苏,化工原料,20170213
2095,300611.SZ,300611,美力科技,浙江,汽车配件,20170220
2096,300612.SZ,300612,宣亚国际,北京,广告包装,20170215
2097,300613.SZ,300613,富瀚微,上海,半导体,20170220
2099,300615.SZ,300615,欣天科技,深圳,元器件,20170215
2100,300616.SZ,300616,尚品宅配,广东,家居用品,20170307
2101,300617.SZ,300617,安靠智电,江苏,电气设备,20170228
2102,300618.SZ,300618,寒锐钴业,江苏,小金属,20170306
2103,300619.SZ,300619,金银河,广东,专用机械,20170301
2104,300620.SZ,300620,光库科技,广东,元器件,20170310
2105,300621.SZ,300621,维业股份,深圳,装修装饰,20170316
2106,300622.SZ,300622,博士眼镜,深圳,其他商业,20170315
2107,300623.SZ,300623,捷捷微电,江苏,半导体,20170314
2108,300624.SZ,300624,万兴科技,西藏,软件服务,20180118
2109,300625.SZ,300625,三雄极光,广东,家用电器,20170317
2110,300626.SZ,300626,华瑞股份,浙江,电气设备,20170320
2111,300627.SZ,300627,华测导航,上海,通信设备,20170321
2112,300628.SZ,300628,亿联网络,福建,通信设备,20170317
2113,300629.SZ,300629,新劲刚,广东,元器件,20170324
2114,300630.SZ,300630,普利制药,海南,化学制药,20170328
2115,300631.SZ,300631,久吾高科,江苏,水务,20170323
2116,300632.SZ,300632,光莆股份,福建,半导体,20170406
2117,300633.SZ,300633,开立医疗,深圳,医疗保健,20170406
2118,300634.SZ,300634,彩讯股份,深圳,软件服务,20180323
2119,300635.SZ,300635,中达安,广东,建筑工程,20170331
2120,300636.SZ,300636,同和药业,江西,化学制药,20170331
2121,300637.SZ,300637,扬帆新材,浙江,化工原料,20170412
2122,300638.SZ,300638,广和通,深圳,通信设备,20170413
2123,300639.SZ,300639,凯普生物,广东,医疗保健,20170412
2124,300640.SZ,300640,德艺文创,福建,家居用品,20170417
2125,300641.SZ,300641,正丹股份,江苏,化工原料,20170418
2126,300642.SZ,300642,透景生命,上海,医疗保健,20170421
2127,300643.SZ,300643,万通智控,浙江,汽车配件,20170505
2128,300644.SZ,300644,南京聚隆,江苏,塑料,20180206
2129,300645.SZ,300645,正元智慧,浙江,软件服务,20170421
2130,300647.SZ,300647,超频三,深圳,元器件,20170503
2131,300648.SZ,300648,星云股份,福建,电气设备,20170425
2132,300649.SZ,300649,杭州园林,浙江,建筑工程,20170505
2133,300650.SZ,300650,太龙股份,福建,电气设备,20170503
2134,300651.SZ,300651,金陵体育,江苏,文教休闲,20170509
2135,300652.SZ,300652,雷迪克,浙江,汽车配件,20170516
2136,300653.SZ,300653,正海生物,山东,医疗保健,20170516
2137,300654.SZ,300654,世纪天鸿,山东,出版业,20170926
2138,300655.SZ,300655,晶瑞电材,江苏,化工原料,20170523
2139,300656.SZ,300656,民德电子,深圳,IT设备,20170519
2140,300657.SZ,300657,弘信电子,福建,元器件,20170523
2141,300658.SZ,300658,延江股份,福建,纺织,20170602
2142,300659.SZ,300659,中孚信息,山东,软件服务,20170526
2143,300660.SZ,300660,江苏雷利,江苏,电气设备,20170602
2144,300661.SZ,300661,圣邦股份,北京,半导体,20170606
2145,300662.SZ,300662,科锐国际,北京,文教休闲,20170608
2146,300663.SZ,300663,科蓝软件,北京,软件服务,20170608
2147,300664.SZ,300664,鹏鹞环保,江苏,环境保护,20180105
2148,300665.SZ,300665,飞鹿股份,湖南,染料涂料,20170613
2149,300666.SZ,300666,江丰电子,浙江,半导体,20170615
2150,300667.SZ,300667,必创科技,北京,电器仪表,20170619
2151,300668.SZ,300668,杰恩设计,深圳,装修装饰,20170619
2152,300669.SZ,300669,沪宁股份,浙江,机械基件,20170629
2153,300670.SZ,300670,大烨智能,江苏,电气设备,20170703
2154,300671.SZ,300671,富满微,深圳,半导体,20170705
2155,300672.SZ,300672,国科微,湖南,半导体,20170712
2156,300673.SZ,300673,佩蒂股份,浙江,饲料,20170711
2157,300674.SZ,300674,宇信科技,北京,软件服务,20181107
2158,300675.SZ,300675,建科院,深圳,建筑工程,20170719
2159,300676.SZ,300676,华大基因,深圳,医疗保健,20170714
2160,300677.SZ,300677,英科医疗,山东,医疗保健,20170721
2161,300678.SZ,300678,中科信息,四川,软件服务,20170728
2162,300679.SZ,300679,电连技术,深圳,元器件,20170731
2163,300680.SZ,300680,隆盛科技,江苏,汽车配件,20170725
2164,300681.SZ,300681,英搏尔,广东,汽车配件,20170725
2165,300682.SZ,300682,朗新科技,江苏,软件服务,20170801
2166,300683.SZ,300683,海特生物,湖北,生物制药,20170808
2167,300684.SZ,300684,中石科技,北京,化工原料,20171227
2168,300685.SZ,300685,艾德生物,福建,医疗保健,20170802
2169,300686.SZ,300686,智动力,深圳,元器件,20170804
2170,300687.SZ,300687,赛意信息,广东,软件服务,20170803
2171,300688.SZ,300688,创业黑马,北京,文教休闲,20170810
2172,300689.SZ,300689,澄天伟业,深圳,元器件,20170809
2173,300690.SZ,300690,双一科技,山东,电气设备,20170808
2174,300691.SZ,300691,联合光电,广东,元器件,20170811
2175,300692.SZ,300692,中环环保,安徽,环境保护,20170821
2176,300693.SZ,300693,盛弘股份,深圳,电气设备,20170822
2177,300694.SZ,300694,蠡湖股份,江苏,汽车配件,20181015
2178,300695.SZ,300695,兆丰股份,浙江,汽车配件,20170908
2179,300696.SZ,300696,爱乐达,四川,航空,20170822
2180,300697.SZ,300697,电工合金,江苏,铜,20170907
2181,300698.SZ,300698,万马科技,浙江,通信设备,20170831
2182,300699.SZ,300699,光威复材,山东,化纤,20170901
2183,300700.SZ,300700,岱勒新材,湖南,矿物制品,20170912
2184,300701.SZ,300701,森霸传感,河南,元器件,20170915
2185,300702.SZ,300702,天宇股份,浙江,化学制药,20170919
2186,300703.SZ,300703,创源股份,浙江,文教休闲,20170919
2187,300705.SZ,300705,九典制药,湖南,化学制药,20171010
2188,300706.SZ,300706,阿石创,福建,元器件,20170926
2189,300707.SZ,300707,威唐工业,江苏,专用机械,20171010
2190,300708.SZ,300708,聚灿光电,江苏,半导体,20171016
2191,300709.SZ,300709,精研科技,江苏,元器件,20171019
2192,300710.SZ,300710,万隆光电,浙江,通信设备,20171019
2193,300711.SZ,300711,广哈通信,广东,通信设备,20171101
2194,300712.SZ,300712,永福股份,福建,建筑工程,20171031
2195,300713.SZ,300713,英可瑞,深圳,电气设备,20171101
2196,300715.SZ,300715,凯伦股份,江苏,其他建材,20171026
2197,300716.SZ,300716,国立科技,广东,塑料,20171109
2198,300717.SZ,300717,华信新材,江苏,塑料,20171106
2199,300718.SZ,300718,长盛轴承,浙江,机械基件,20171106
2200,300719.SZ,300719,安达维尔,北京,航空,20171109
2201,300720.SZ,300720,海川智能,广东,电器仪表,20171106
2202,300721.SZ,300721,怡达股份,江苏,化工原料,20171115
2203,300722.SZ,300722,新余国科,江西,航空,20171110
2204,300723.SZ,300723,一品红,广东,化学制药,20171116
2205,300724.SZ,300724,捷佳伟创,深圳,专用机械,20180810
2206,300725.SZ,300725,药石科技,江苏,化学制药,20171110
2207,300726.SZ,300726,宏达电子,湖南,元器件,20171121
2208,300727.SZ,300727,润禾材料,浙江,化工原料,20171127
2209,300729.SZ,300729,乐歌股份,浙江,家居用品,20171201
2210,300730.SZ,300730,科创信息,湖南,软件服务,20171205
2211,300731.SZ,300731,科创新源,深圳,橡胶,20171208
2212,300732.SZ,300732,设研院,河南,建筑工程,20171212
2213,300733.SZ,300733,西菱动力,四川,汽车配件,20180116
2214,300735.SZ,300735,光弘科技,广东,通信设备,20171229
2215,300736.SZ,300736,百邦科技,北京,通信设备,20180109
2216,300737.SZ,300737,科顺股份,广东,其他建材,20180125
2217,300738.SZ,300738,奥飞数据,广东,电信运营,20180119
2218,300739.SZ,300739,明阳电路,深圳,元器件,20180201
2219,300740.SZ,300740,水羊股份,湖南,日用化工,20180208
2220,300741.SZ,300741,华宝股份,西藏,食品,20180301
2221,300742.SZ,300742,越博动力,江苏,汽车配件,20180508
2222,300743.SZ,300743,天地数码,浙江,IT设备,20180427
2223,300745.SZ,300745,欣锐科技,深圳,汽车配件,20180523
2224,300746.SZ,300746,汉嘉设计,浙江,建筑工程,20180525
2225,300747.SZ,300747,锐科激光,湖北,元器件,20180625
2226,300748.SZ,300748,金力永磁,江西,矿物制品,20180921
2227,300749.SZ,300749,顶固集创,广东,家居用品,20180925
2228,300750.SZ,300750,宁德时代,福建,电气设备,20180611
2229,300751.SZ,300751,迈为股份,江苏,专用机械,20181109
2230,300752.SZ,300752,隆利科技,深圳,元器件,20181130
2231,300753.SZ,300753,爱朋医疗,江苏,医疗保健,20181213
2233,300756.SZ,300756,金马游乐,广东,旅游服务,20181228
2237,300760.SZ,300760,迈瑞医疗,深圳,医疗保健,20181016
